Id,Label,main_country,Type
16GyR4WfCnIT2XST4ZLl2B,Melike Şahin,Turkey,Artist
4UW9Hdsrx9kX2HdJ90jRKM,Era7capone,Turkey,Artist
15AZJFNrXtIN4Nk8BIOnS2,Batuflex,Turkey,Artist
6WpmH4J0R74ZkHtgm7JLvM,Narco,Turkey,Artist
1GMwSpFzrLd12jUX15bHB6,BLOK3,Turkey,Artist
1CcZoULzFHa8Uhwo6OlQcp,Semicenk,Turkey,Artist
1hgaXjbAcED2p80Lj8dzXT,Canbay & Wolker,Turkey,Artist
1Tjaa3WWIVU00kfZ8Dvpcl,ElMusto,Turkey,Artist
5W2dGRPmYetOpUIpErUtD3,Organize,Turkey,Artist
6wxh9aTFgTS4OiyYlnQBq6,Bengü,Turkey,Artist
4StjyzjcmZ7a9QncHVf0pu,Simge,Turkey,Artist
4YLcK0MEyqFkdyyzbPTWrs,Can Kazaz,Turkey,Artist
7ictQXHIBmXODb4ykTI95n,Yusuf Güney,Turkey,Artist
6xqA7u7TxHUYJp6Ww1XgNx,Jeff Redd,Turkey,Artist
4XP7cGw4t8BqZ8Du5q3bHg,Emir Can İğrek,Turkey,Artist
4li4dx5mFgZlMVeHlARBHP,Nazan Öncel,Turkey,Artist
46zuW8tHxwahYn7VNMgYTa,Yalın,Turkey,Artist
0uHvlWnhRpaomF4e9IZHLy,Doğu Swag,Turkey,Artist
4i4ALRtQQmFxn3BCIB6iC0,Göksel,Turkey,Artist
0V2oXYR7DtrZAEFeILRW2r,Lvbel C5,Turkey,Artist
0KOSzgkMlkeowt1tgIg6ca,Heijan,Turkey,Artist
3NPQ2qMGXAR0g1COJxuZ8r,Muti,Turkey,Artist
50z4meqYMvVCXEv2jDneDN,Tuğçe Kandemir,Turkey,Artist
1F2v33FQTavJyaD7ZsyhdA,Gülşen,Turkey,Artist
53oeVgECSa18dkHBQ9X6Eh,Murat Boz,Turkey,Artist
6dDaXbE1caD65TONToYXYx,Murat Dalkılıç,Turkey,Artist
5BwbVAdT6rFF2vGVE8su2y,Klavdia Petrivna,Ukraine,Artist
6l5IEx62Nsc2k1QyfaWvEz,Wellboy,Ukraine,Artist
64XGTiElvPUfmJjyWJnW8C,Parfeniuk,Ukraine,Artist
33xlLiptsAIW56IqRxaQoV,Domiy,Ukraine,Artist
6NTzEgUmN1PIBIYEHhf1kS,Okean Elzy,Ukraine,Artist
4AupETQEHkWQL9H3O6f9h8,СТРУКТУРА ЩАСТЯ,Ukraine,Artist
6wbEgVlGqWb4I9tbMluu5Q,MONATIK,Ukraine,Artist
7wl1m5vgWkCP3cqYVj2noM,DOROFEEVA,Ukraine,Artist
0PWfuxCvPtyeCLLWjf4EzJ,CHEEV,Ukraine,Artist
11sIz9STeD6yVSuBaD8nMW,Artem Pivovarov,Ukraine,Artist
6fBUVJW6cDrYluXjnnRdY4,OKS,Ukraine,Artist
5NR8eODM4CQ2X6rBuGpZ2B,Геля Зозуля,Ukraine,Artist
19JYV5zLhGkyqClNjdSfdb,Adam,Ukraine,Artist
1nzgtKYFckznkcVMR3Gg4z,KSI,United Kingdom,Artist
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,United Kingdom,Artist
1kyy6AW7C6Rr2jrYwz95Gi,Lira,Uruguay,Artist
2IKdK6PbitvCiXt1t2bPU6,Mesita,Uruguay,Artist
6uJKnn4CV4IIop8mg4kCUy,Luana,Uruguay,Artist
2AbQwU2cuEGfD465wCXlg2,Rawayana,Venezuela,Artist
6fMZytDgX1Q9OV6ndSugym,Akapellah,Venezuela,Artist
0rwGV1HhNWK2Ta4rjmlmtp,Junior Caldera,Venezuela,Artist
36KsCCwgI0Dep97yVJWmkK,Monsieur Periné,Venezuela,Artist
77iZVjeYoYSl5P0K9mIiUE,Haze,Venezuela,Artist
57g2v7gJZepcwsuwssIfZs,Vũ.,Vietnam,Artist
2nSO7JYDbJrYbJmP39qUzj,Binz,Vietnam,Artist
3diftVOq7aEIebXKkC34oR,tlinh,Vietnam,Artist
6TITnFVRcl0AcZ4syE7Toe,Low G,Vietnam,Artist
2dC1IBU9NOD9xsQJ5RE7j7,Puppy,Vietnam,Artist
5xY6E5PMZNtz9jDvxTRiGI,Dangrangto,Vietnam,Artist
5HZtdKfC4xU0wvhEyYDWiY,HIEUTHUHAI,Vietnam,Artist
3y6Lfjkrdn5TgkbgDxbpvM,marzuz,Vietnam,Artist
6zUWZmyi5MLOEynQ5wCI5f,Da LAB,Vietnam,Artist
1Qia4CTwh6x0CZbD0079zi,CoolKid,Vietnam,Artist
1W2pigH6UYwuTuFbwoSfVZ,RHYDER,Vietnam,Artist
0iqum9KAHh3LkgDhuqvTxM,Song Luân,Vietnam,Artist
6EybZ5zwPNEtEngfrEMevN,JSOL,Vietnam,Artist
5dfZ5uSmzR7VQK0udbAVpf,Sơn Tùng M-TP,Vietnam,Artist
5jTFNkoZebPnX90CbB3F2A,MONO,Vietnam,Artist
5ulyphh5uJrH4Gb1JpSMkV,HURRYKNG,Vietnam,Artist
4fg8aMZ23d2bxKz7r2vt9v,Negav,Vietnam,Artist
13c4ijEkXNvEFoxGxwp5Su,Pháp Kiều,Vietnam,Artist
40JnMfFlpwqBnWitkL96g4,Isaac,Vietnam,Artist
1L1VfizWn4DkFt602yD80U,ERIK,Vietnam,Artist
62D1qvKkvUCvXEtY1xwRfo,Anh Tú Atus,Vietnam,Artist
5lAfakPZgxFKgiJD6xAF1G,Orange,Vietnam,Artist
2rKtPYcwYmevNcaqzJOwvf,MANBO,Vietnam,Artist
1OIYKbmhG0RxPXvVPNj3NN,Madihu,Vietnam,Artist
0slOzRzTQb1RBBVJbvRITP,Quang Hùng MasterD,Vietnam,Artist
5M3ffmRiOX9Q8Y4jNeR5wu,Wren Evans,Vietnam,Artist
0hy8mfXxfD8kQ6MRQkDVrn,itsnk,Vietnam,Artist
4bPYvyUn1mWwUwIW57oST2,Emcee L (Da LAB),Vietnam,Artist
30eFAXoU2kTjJPf2cq80B8,WEAN,Vietnam,Artist
4RPhZ2g5GYff0hKNBlZKXh,Ali Hoàng Dương,Vietnam,Artist
2aQnC3DbZB9GbauvhAw7ve,AMEE,Vietnam,Artist
1zSv9qZANOWB4HRE8sxeTL,RPT MCK,Vietnam,Artist
6NF9Oa4ThQWCj6mogFSrVD,W/N,Vietnam,Artist
6V1SwiosQqf5XvmoTMCGa9,Dear Jane,Vietnam,Artist
5Kh0ta0UY4uJ4g2CIdq9V9,Phương Ly,Vietnam,Artist
0zo8kCJVktn7oPnzpkbC2p,14 Casper,Vietnam,Artist
6hnfLIkvDl6pjlAe1YRGXY,Bon Nghiêm,Vietnam,Artist
7Cp2hGcriAaDUAWpXnSEwm,buitruonglinh,Vietnam,Artist
0XtC2d9ZVigYA7iMy5YkW0,2pillz,Vietnam,Artist
2NRcG7E1j2sSi8vnUzCcpi,Quân A.P,Vietnam,Artist
4cLYlDISnWaErAitB8kRph,Quang Trung,Vietnam,Artist
7yquVKfxBuNFJbG9cy2R8A,Vũ Cát Tường,Vietnam,Artist
house,house,,Genre
hip hop,hip hop,,Genre
pop,pop,,Genre
amapiano,amapiano,,Genre
funk,funk,,Genre
v-pop,v-pop,,Genre
cumbia,cumbia,,Genre
k-pop,k-pop,,Genre
trap,trap,,Genre
rap,rap,,Genre
country,country,,Genre
r&b,r&b,,Genre
dembow,dembow,,Genre
corrido,corrido,,Genre
rock,rock,,Genre
sierreno,sierreno,,Genre
drill,drill,,Genre
bachata,bachata,,Genre
urbano latino,urbano latino,,Genre
