artists,followers,genres,name,popularity,country
1x6BAYMOuypMaYEDC7cqU7,54952,"kazakh indie, q-pop",ARO,39,Kazakhstan
2z20q6EEfm6w6PiIKsgtb3,1831754,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap",FACE,64,Kazakhstan
6iQqWcDg92kre5ykFLwqD8,772477,"russian indie, russian indie rock",Дайте танк (!),59,Kazakhstan
3uSnvyMAFJTm7XkZJFo0xP,372612,malaysian pop,Insomniacks,60,Malaysia
1SIocsqdEefUTE6XKGUiVS,3050187,5th gen k-pop,BABYMONSTER,79,Thailand
66CXWjxzNUsdJxJ2JdwvnR,101473777,pop,Ariana Grande,95,Singapore
4fVYwG8RsbJsREFFniszhf,129802,malaysian indie,Noh Salleh,56,Malaysia
0zo8fkOQyrawuBfIhy99jb,212698,malaysian pop,Hyper Act,55,Malaysia
3c0gDdb9lhnHGFtP4prQpn,793988,5th gen k-pop,KATSEYE,75,Taiwan
7hr9W3IjXcm3UlLY7guLk5,669885,singer-songwriter pop,Henry Moodie,68,Malaysia
6FTLayBxjkQeanFdUusk1I,1426155,indonesian pop,Fabio Asher,69,Malaysia
4AK6F7OLvEQ5QYCBNiQWHq,37753901,"boy band, pop, post-teen pop, talent show",One Direction,90,Singapore
70NcAr4ZtA3FAqU16iQZSb,716555,nyc pop,Dhruv,70,Malaysia
2uYWxilOVlUdk4oV9DvwqK,9394777,"brooklyn indie, pov: indie",Mitski,84,Saudi Arabia
7tYKF4w9nC0nq9CsPZTHyP,24716945,"pop, r&b, rap",SZA,92,Malaysia
7GlBOeep6PqTfFi59PTUUN,4071059,indie pop,Chappell Roan,88,Singapore
30b9WulBM8sFuBo17nNq9c,3002822,"k-pop, k-rap",G-DRAGON,73,Taiwan
4TEK9tIkcoxib4GxT3O4ky,1573525,"5th gen k-pop, k-pop girl group",KISS OF LIFE,76,Taiwan
5p9HO3XC5P3BLxJs5Mtrhm,1641295,"pov: indie, psychedelic pop",Djo,76,Singapore
699OTQXzgjhIYAHMy9RyPD,12395960,"atl hip hop, plugg, pluggnb, rage rap, rap",Playboi Carti,90,Singapore
4gzpq5DPGxSnKTe4SA8HAU,55022595,"permanent wave, pop",Coldplay,91,Singapore
5fS7aONqrIhiw6YzgKVOsd,5814275,indonesian pop,Judika,68,Malaysia
3scNK8e4mqnP6Rb8a3lwZY,125022,"pakistani hip hop, pakistani pop",Maanu,60,Pakistan
1nCZUpBIcyOxufOx0lPeIW,118531,"pakistani pop, urdu hip hop",Annural Khalid,59,Pakistan
1Bz46nDCMO1UOKp9GJjL92,45086,"pakistani pop, qawwali, sufi",Zeeshan Ali,50,Pakistan
6gIqKYKRmltKfkTnxhMv8V,562022,"pakistani indie, urdu hip hop",Hasan Raheem,61,Pakistan
1n6pjRJkTY5v8RtUCAv5pi,371322,"desi hip hop, pakistani hip hop, urdu hip hop",Umair,71,Pakistan
6QoCrBHsojKnOrsGNfRcTN,525975,"desi pop, punjabi hip hop",Talwiinder,66,Pakistan
4wOKfu3A61gCA7lWEynNoe,7238,,Jevin Gill,52,Pakistan
69xcFpmqTOmFNOL08Bxyci,2068986,"desi hip hop, hindi hip hop, pakistani hip hop, urdu hip hop",Talha Anjum,72,Pakistan
5Us2dsq4VHlfLbKOrskg7K,112607,punjabi pop,Mxrci,70,Pakistan
7GquqOIWZX7FNjsUYNjOKy,3745,,Ali & Shjr,45,Pakistan
2URzIJH7QfPgMAEPErd0cC,2862,,Ali Raza,45,Pakistan
485dW6YyuxW3kpnWmuFnnv,2172,,Shajjar Hussain,45,Pakistan
1gcHKvKKZtEccnyXYlSvP5,25837,pakistani indie,Abdullah Maharvi,51,Pakistan
0VAIiNSKG4DWkSaIy5qWz1,96810,,Prabh Singh,59,Pakistan
47SaOSOqcrxSJNZUuqpLuu,117930,punjabi pop,Jay Trak,61,Pakistan
54E3dYx7RpaGZaDVXJTWjr,11653,,Rooh Sandhu,60,Pakistan
5DHi2MeoRgAwPE0A0qwRMl,805541,"punjabi hip hop, punjabi pop",Gurinder Gill,70,Pakistan
0OS0NZnK7TGIAWx8MkWNFN,442325,punjabi pop,Intense,69,Pakistan
7frYUe4C7A42uZqCzD34Y4,483700,"punjabi hip hop, punjabi pop",Sultaan,65,Pakistan
5TvdGhdmRObqOkU6eGfXb5,44662,,Preston Pablo,61,Pakistan
7hHDO4bJGlEaEHlY2lj1eZ,2138941,"desi hip hop, desi pop, punjabi pop, sufi",Bilal Saeed,63,Pakistan
4qjiRRFcM4WZ0aJ3IHdWPN,269493,"desi pop, punjabi pop",Avvy Sra,68,Pakistan
5mWQT8CLTa4mAQAJdFjHb1,510566,"pakistani indie, pakistani pop, urdu hip hop",Abdul Hannan,61,Pakistan
01pFDtbY3k5uOmy0Pbg93C,151362,"desi pop, pakistani electronic, pakistani pop",Rovalio,59,Pakistan
3R1penrqtuKNTeWABjKT5N,99636,punjabi pop,Bir,55,Pakistan
3SQVNBF31sOSgXeXzkGW9M,23740,,Dhanju,55,Pakistan
54BjV0qctcWp8xOip7uaJD,218159,punjabi pop,thiarajxtt,68,Pakistan
2Up4MLmBYIJV36ymeT44TF,287,,Kinza Hashmi,49,Pakistan
5WUlDfRSoLAfcVSX1WnrxN,29008656,pop,Sia,87,Pakistan
